"ReviewText","Rating"
"Easy install!! Looks great and works great for what we need!! Purchased for game room, took 5 min. to install and 1 min. to set TV on. Great!!","5"
"It is a solid mount and I doubt that it will ever fail to hold the 22"" LED TV that is mounted on it.  My only complaint is that the bolt that attaches the arm to the wall plate is smaller then the hole in the wall plate so when the TV is anything other than parallel to the wall it leans (up to 1.25"" from one side of the TV to the other ~16"") but for the price I can live with that.","3"
"The mount works, but it is unrefined compared to other brands out there. Purchased because it was on sale. just ok.","3"
"I consider myself to be a good DIYer. I've installed mounts for my 2 Samsung 46"" and 55"" LED TVs with no problems for 5 years. So, for this VideSecu mount, inspite of poor installation instructions, I carfeully measured all domensions to fit my new 32"" Samsung LED SmartTV in a limited kitchen space. My mistake was, based on the diagrams, I assumed that the length of both the swinging arms of the mount (the single and the double arms) were of the same length. What a disaster! After installing the mount when I mounted the TV and folded the arms the TV did not center itself to the wall side of the mount! It was then that I noticed the inner length of the 2 arms is about 4"" longer than the outer single arm. In other words once the arms on the mount were fully folded in towards the wall my TV was not centered in the limited space that I had and looked awful. I don't know why the manufacturer did not keep both arms the same length. At least they shd have mentioned it in the instructions.This to me is a major product defect. Luckily with Company A I was able to return this mount but had to pay return S&H;.","1"
"Works great for a cheap mount. Worked great on a 32&#34; Emerson LCD tv. Does everything as advertised! Can tighten or loosen joints for easier movement.","5"
"We needed something to Extend our tv away from the hot pipe for the winter and this wall mount did the trick. It went up with no a problems. It worked out very well!","5"
"its a little flimsy and not the easiest to put together, for the price it works.  But for the quality i'd go with Cheetah.","3"
"We needed a wall mount for a 32&#8221; TV that was going to be in the screened in porch.  This was one of the brands recommended by the guy that was going to install out wall mount.  I can&#8217;t speak to the ease or difficulty of installation but it looks great and we can swivel it if necessary for best viewing angle.  It's also pretty sleek so it doesn't butt out too much.  It arrived quickly and it didn&#8217;t take the installer long but of course he was a professional.  Looks great!","5"
"It works for the tv I bought but I had to use some of my own washers for the screws.  I thought it would have everything.","4"
"I have mounted a 42 inch old LCD. Easy to install. Easy to swivel, there is tilt option but it has to be locked by nuts(it can not be changed without loosing the nuts).","5"
"I wanted to put my mac in the wall and leave it. This does that well.  I don't move it often it seems strong and well built. If you want to move it a lot get something different you have to keep an Allen wrench and a crescent wrench in the desk drawer if you plan on moving it a lot. The articulation is sketchy. For my uses and the cheap price this was perfect.","5"
"I have purchased a total of 4 HDTV wall mounts from the VideoSecu companyand they are all quality products at a very reasonable price.-Tilt TV Mount: for stationary TVs up to 65 inches.-Articulating:  corner mount for SMALL TVs-Long Arm:  corner or high mobility mount for LARGER TVsAll of them are excellent products, and very easy to install.","5"
"Received this item quickly and well packaged (But not so well that I was infuriated trying to open it)Everything was in perfct order. Strong, handsome appearance. Installation Kit is perfectly in order and gives a ton of options for different senarios.  Couldn't possibly be happier with this product.","5"
"Could offer a little more in flexibility of installation, but once in place the set can be placed in just the right position repeatedly.","4"
"The directions stink. Just remember the spacers go under the arms if you have to use them and you will be ok.","5"
"It is better than spending twice the money on this going into a brick and mortar store. Was very pleased.","5"
"Good quality.  Must mount on a stud.  I mounted to a metal stud by cutting a rectangle hole in wall, adding a 2 ft 2x4 in the metal stud track, patched the hole and then put up the mount.  Holds a 37&#34; TV without a problem,even added a DVD player to the bottom of the TV and it is still on the wall after about 8 months.  Price on this item was great and it was sent with FREE FREIGHT!","5"
"This item didn't disappoint. It's sturdy, has all the screws included for different flat screen models and yes, it works well.","5"
"This worked perfect.  The universal design would fit 99.9% of the TV's as advertised.  Easy to mount and very durable.","5"
"I have a full 42&#34; HD flat screen mounted on this. Not only does everything look better than strapped to a table, but the adjustability makes this mount a pleasure to have.  It was simple to attach to the wall and has a small footprint, being a single stud wall mount.  The other major point of this mount is how many sized TV or monitors the mount can be adjusted to accept.  My TV mounts solidly and the mount itself is solid, yet adjusts with little effort.  This is just plainly a good and solid product that is well worth the money.","5"
"had a couple of guys put this up for me, but they said it was easy to install. I like the fact that I can move it around easily and tilt it anyway I want it to be.","5"
"This product is user friendly and versatile.It is easy to install and comes with everything needed for installation.Adding bidding could drill and bit","5"
"it was so easy to install.  the instructions were simple and so was the process.  i was putting off the project for fear.  i should have hung the TV long ago.","5"
"works great was pretty easy to put up and does the trick. it is my sons room and really works great.","5"
"I am very happy with this affordable wall mount for my Sony 32"" Internet TV. One nice feature ist that you can swivel the mounted TV depending on where you are seated.","5"
"I have a 26"" LCD monitor mounted on unit.Seems sturdy enough, would prefer a more fluid motion and a way to adjust the pivot of the screen without tools.  As it is I keep it loose and it is reasonbly adjustable.For the price I certanily can't complain and would recommend this unit.","4"
"Easy to install, and works great. Television moves with ease and always feels secure. Doesn't loosen over time like other television mounts.","5"
"This was for a 32 inch LCD.  Easy to install and works great.  I am very satisfied with this wall mount.","5"
"Fits many different size TV's,  is very solid, and was easy to install.  I would recommend to anyone is even slightly handy.","4"
"I'm using this with my 32"" tv and I love it. The price is significantly lower than what you can find for monitor wall mounts in the retail stores (walmart, best buy).I found this to be an easy install and very secure. The swivel is smooth and I can orient my television perfectly. It also has plenty of VESA mount patterns so it will hold just about any TV.","5"
"For such a cheap mount, it works well. I installed in in about 20 minuets and use it to hole a 32"" Vizio LED.","5"
"This was a present for myself, my son installed it, in about 25 minutes, and I couldn't be happier.  I wasn't sure this was for me as it for my bedroom, but my husband and I love it.  So easy to move the TV no matter where you are in the room.  A great buy.","5"
"Mounting the TV after mounting on wall can be a handful.  It would have been nice to have some type of slide in mount for the TV so you did not have to hold it while putting in 4 screws.  That would make DIY one person installation easier.","5"
"When we first bought our bedroom tv, we looked at the mounts in the store and almost fell over from shock at the prices.  This is one of the best prices I have found on mounts.  This mount went up easy and moves in all directions to get the perfect viewing angle.  it comes with everything you need but the drill and tv!  You won't be disappointed with this brand.","5"
"If I need to order another, this will be the one.  I used this to mount a TV to the wall in my basement and it allows me to pull the tv out from the wall and turn it towards my desk so I can watch TV while working on the PC, nearly a 90 degree angle.  My TV is only a 32&#34; and I could see that this would work up to a 40&#34; or so, but if you don't need to turn the TV 90 degrees, you could get by with a larger TV.","5"
"Easy to install, with extra hardware for installing your TV. However, my TV had a curved back, so I used the included spacers to space the bars on the back of the TV. I was skeptical of the two lag bolts attaching the bracket to the stud under the drywall, so I added two 5/16&#34; lags, under washers holding the inside edges of the mounting brackets.After installing the Swing Arm wall mount, I grabbed the end of the bracket, fully extended. The bracket didn't sag a bit. I concluded that the supplied two lag bolts would have been sufficient.I've swung my TV out and exercised the various angles available, and found the swing arm not giving a millimeter.I fully recommend this wall mount. I've a few other VideoSecu mounting brackets for wall mounted and floor stand speakers and one for an 80-inch Sharp TV. All are quality products.","5"
"The fact that the pivot point on this TV mount was not built straight caused the TV to tilt slightly when it was swung out.  there is no adjustment for it, so i had to make a choice for the tv to either be straight and level when it was pushed against the wall, or when it was out.  i do not recommend this wall mount.to it's benefit though, it was reasonably sturdy and easy to install.","2"
"Purchased for my sister to hang her TV on a wall and she and her boyfriend reported back to me that mount works great with the 42&#34; Vizio TV she got for Christmas and was up securely in no time.  I looked around in the retail stores and found that this mount was of similar quality at a much lower price.  What can I say, it does what it is supposed to do, was easy to setup, and is of good value.","5"
"This was needed to mount a 32"" LCD that weighs 27 lbs in my bedroom. I looked at another mount by the same company but it did not articulate so I was worried I wouldn't be able to achieve the viewing angles that I needed. So I found this one & went w/ it based on the high reviews. I could not be more pleased.1) PRICE - If you were to go to the big electronics store (BB) or the big box monster (WM) you would pay hundreds. I can't fathom those more expensive mounts doing anything that this one does not. Does it cook dinner for me? Why pay $100-$250 for a mount when you can get this one for $29.99 & oh, by the way have the confidence in 898 customer reviews averaging 4.5 stars at the time of this writing?2) FUNCTION - This mount is solid. It articulates to the left, to the right. It pans, it tilts. One small negative.....the plastic clips for routing wires are nearly useless. I took them off.3) WHATS IN THE BOX - Normally I would not comment on what an item comes with but in this case I was so impressed I felt it was worth mentioning. It comes w/ everything you need in neatly sealed and labeled plastic sleeves. It comes w/ lag bolts that everyone will use to mount to the wall stud. (mounting to a wall stud is required unless you are mounting to concrete) Then it has 9 different screw sets to mount the plate to the back of your TV. It has 2 washer sets for the mounting plate (based on if your TV has a flat or curved back). Then it has a spanner wrench for tightening the screw of the mounting plate. Then it also has 2 plastic anchors for mounting to a concrete wall. Last but not least are the VESA adaptors (which I did not need)4) WHAT YOU NEED THAT ISN'T INCLUDED -  Pencil / Level / Stud finder / Phillips screwdriver / Drill w/ a 7/32 drill bit / Socket wrench w/ a 13mm attachment.5) CONCLUSION - This is a no brainer. I have another 32"" that needs mounted. I think as soon as I click publish for this review I will be ordering another one. If you find yourself reading reviews on TV mounts and you have found this one your search is over, just click buy already.","5"
"This is mounted in a doorway between two rooms in my basement with a 40 inch TV attached to it.  I can move it to either room and still keep the doorway open plenty wide enough to pass through.  Perfect for my needs.","5"
"Sturdy and durable craftsmanship. Bought for my grandma in Mexico, had it installed and works great. Has awesome mobility to enjoy your television from countless angles in your room.","5"
"If you want a wall mount that is universal and can be moved in all directions this is the one to get.  My 42&#34; Samsung 3D tv mounted easily and the extensions were not required.  I mounted it to a stud and it seems to be very secure.  I am able to swing the tv to watch from my bed or from the lazyboy chair without a problem.","5"
"Great wall mount at a great price.  Already fully assembled out of the box and seems built to last.  I really like the swivel and tilt as we need it when laying down in the bedroom.  Easy instructions (I'm not a carpenter).  I used this on a 32"" Samsung LED TV.","5"
"Very simple set up and ease of installation. I followed the advice of another reviewer and removed the top hex-screw of one of the center connections (thus disconnecting the wall plate from the plate attached to the TV)so that I could install the plate to the wall and the plate to the back of the TV as separate processes. Both simple and quite easy. Then it was simply a matter of slipping the two back together and re-installing the hex-screw. I was able to install a 32"" RCA TV, without any help in less than 20 minutes.Manufacturer provided a good assortment of screws and other hardware, as well as a hex wrench, a small open wrench and a level.","4"
"got this to hang a 32"" sony lcd in my bedroom.  used my stud finder to locate the studs, drilled 6 pilot holes and hung it up.  and extra set of hands is helpful when hanging the mount and mounting the tv.  holes on mount lined up perfectly with my tv.  screws fit just right.no complaints.","5"
"used it for vizio 42&#34; tv. easy to install. fit perfectly. what is there else to say? strongly recommend for everyone.","5"
"I purchased this mount for my 37 inch LCD TV.  Installation was easy...  The trouble I encountered was due to a bad wall stud finder.  Make sure you have one when you install this mount because you need to screw the mount into a wall stud or at least have one screw into a wall stud.The arm of the mount sags after I hooked up my 37in. LCD TV to the mount.  My TV is within the weight limit of this mount (less than 55lbs.) but the arm still sags due to the weight of the TV.  I guess as long as it supports my TV, the sagging shouldn't be an issue.  It just looks funny from the side.  I do retract the arm inward towards the wall to minimize the sagging and it also gives me the warm fuzzy feeling that the arm will be less likely to break off.Overall, for the price this mount is a great deal and works but I would suggest purchasing it for flat screen TVs less than 37 inches.  I would not hesitate to buy this mount again but for a 32 inch TV at most.","3"
"I thought this was a great value for a wall mount.  I have installed a 32 inch tv in my bathroom with this unit.  It worked well with the Visio TV that I bought.  It looked it it could accomodate many other tvs because there were a variety of holes on the mounting bracket.  Is it the best quality ever, no.  It is decent quality, and it worked well for me.","4"
"my tv! Couldn't ask for more. Thanks. These reviews require too many words. I could have said what I meant in three.","5"
"This TV mount is easy to install.  Just follow the directions included.  I installed this near the ceiling and I'm using every bit of the 15 degree downward tilt.  Properly installed, the product is rock solid.  I installed a 32"" tv on it.  I know it can hold much more.  The articulating arms are easily adjustable and if you want to tighten it down and lock it in position you can do that, too.","5"
"This is the second VideoSecu product I have ordered. They are rock-solid, and with the range of fasteners and extra hardware they include in the package, it's hard to imagine any speaker or TV that these systems won't fit.","5"
"For the price it can't be beat.  The mount is strong and sturdy.  Two sets of hands are mandatory for mounting, three would be ideal.  Once up though, it's better than most of our friends mounts.  It has full articulation, and I can swing the arm out and angle it towards my kitchen.  This is highly important while cooking buffalo wings and trying to keep tabs on football games.","5"
"I originally bought this for a Sony 40&#34; TV, but installed it with a Vizio 42&#34; instead.  I did this because the Sony is an older model TV and weighs a little over 50lbs (which is still within this mounts rating) and the Vizio only weights 23lbs.  I have a Sanus extended articulating mount that I bought a few years ago and paid over $100 dollars for it.  (It now costs over $150) The Sanus is much stouter in construction than this VideoSecu mount is, so by reading some of the reviews on here and not knowing exactly how this mount was going to measure up pre-install, I swapped out TV's to match mounts accordingly.Now that installation is complete, I'm sure this mount would handle either TV just fine.  Is it the same quality as the Sanus? No, but it has enough quality to perform its advertised claims.  I saw some reviews on here complaining about mount sag after install.  Now this is based on the 23 lb TV, but I'm not experiencing this problem.  The mount has 4 pivot points and after installation, ALL need to be tightened to the point that movement is allowed with intentional moderate force.  Out of the box, this mount would have sagged like others complained, but I'm guessing its left slightly loose to help ease the installation process.I won't hesitate to buy another one in the future if the need arises.  An excellent price ($30) for a good quality mount.  If you want a mount that you can do pull ups on after install, buy the Sanus (and pay 5x more to do it).  If you want a mount that you can safely hang and secure your TV on, save some cash and buy this mount.","5"
"I am using this with a 40 inch Samsung smart tv.  The extended bars were not needed.  This is very easy to mount to a wall stud with just two bolts.  Many bolts are provided to fit with your television.  It is very sturdy and able to be positioned in many different ways.  Highly recommended.","5"
"This mount is heavy, strong and already in one piece. Almost no directions were needed. The only issue I would have: After the mount is installed I had to lift the TV to the mount and screw the screws in while holding the TV up with one hand. I checked the instructions to make sure I wasn't being stupid. The directions confirmed to lift the TV and screw in the screws. Other mounts have a bracket installed on the wall and TV, then I just lift the TV and click it right in. The sturdiness of the mount makes up for this defect in my opinion.","5"
"This mount is sturdy, easy to install, and easy to mount the TV to.  The included hardware was heavy duty also.  The action is good, and tension is adjustable.  The tilt can be adjusted by using the knob in lieu of one of the bolts, or locked in place (which makes it more difficult for someone to remove the TV unless they have a wrench with).  I mounted the 27"" TV on our lanai, so a little theft-proofing is a good thing.  The TV is now visible either on the lanai, or from the patio.I RECENTLY BOUGHT A SECOND ONE, AND THEY HAVE CHANGED.  STILL STURDY, BUT LACKING THE QUICK MOUNT FEATURE! NOW YOU MUST HOLD THE TV IN PLACE WHILE INSERTING THE TINY SCREWS THROUGH THE BACK.","5"
"Do not listen to other reviewers, screws that this came with are concrete only, there are no wood or dry wall screws. You will!!!! need a stud finder!!! There are 8 holes in total on a mounting plate, so it is plenty enough if you hit the center of a stud. Sturdy,good looking. There is a whole set of machine screws for(my guess)all TV types plus couple of tools that you will need.","5"
"I purchased this mount based on others comments beforehand and i appreciate the guidance. The problem with wall mounting flat screen TV's is to make sure the hole pattern of the mount lines up with the hole pattern on the TV you buy. I'm using this mount with a VIZIO E320ME 32-inch and it works perfect.","5"
"I'm using this to mount an older SyncMaster 191T above my desk and was pleasantly surprised at how sturdy it is for the price.  Installation was simple, though I used the screws from the original monitor mount for the plate attachment, as none of those included would work with my monitor.  The tilt mechanism requires loosening a bolt and then adjusting the monitor to the desired angle.  I would have preferred another 10-15 degrees of vertical tilting capability, but what is available will be fine for most applications.  I posted a couple of photos that shows it mounted.Overall I'm very pleased with the purchase and would buy again should I need to mount another small display.","4"
"Its sturdy, holds my tv really good, its adjustable & really really easy to install. An excellent product. I would definitely recommend it.","5"
"I got this for mounting a tv on the wall in my home office. Price was good and it worked. The adjustments on it work well, and it has a gizmo to hold the cables in place. Don't hesitate to buy. I think I am using this with a 38&#34; tv.","5"
"It does the job and it wasn't too hard to install so i'm a happy tv viewer. Nothing bad to say about it. Came with a bunch of bolt options for different make and model TV's","5"
"I have this wall mount installed outside. I have a 32&#34; hanging on it in my backyard. Easy to install and have had no problems what so ever..","5"
"We had to &#34;shave&#34; a little off the wall mount plate to get this product to work for us, but after doing so it has served it's purpose on our 24&#34; tv.","3"
"This unit has worked perfectly in holding a 40&#34; TV in an extended position for months - without sagging or failing.  Very happy with the purchase","5"
"Unfortunately, I'm returning this mount.Though I like the look of it, particularly the two part plastic piece that clips to the wall mount portion to cover the bolts, I feel that the one I ordered wasn't well made.I purchased it to mount aLG 26LE5300 26-Inch 720p 60Hz LED LCD HDTVin our kitchen.The mount arrived quickly and was well packaged. Unfortunately, the arm was welded to the wall bracket at a slight angle, meaning that regardless of how it would mount it and the LCD would never be level.Also, the powder coating near one of the bolts had come off and I could see some rust already forming.I decided to see if the mount would be the right fit for the tv before returning, figuring I would just get a replacement and hope for the best. I'm glad I did because this led me to find two other issues.The first one I blame on the manufacturers, the second I would consider a design flaw of the LG lcd.The first issue is that the screws supplied to attach the bracket to the tv are too few and two short. The screws are only 12mm long, and would barely catch in the threads of the TV if they weren't recessed at all. Most mounting threads on lcds and plasmas are partially recessed. I stopped by my local Lowes and picked up two packs of similar screws (M4-70 or something to that affect). $0.80 a packet so not much of an expenditure, just a big hassle. I needed 20mm long screws to mount this to the tv, so a pretty fair difference over what was supplied. The manufacturer supplies several different thread and gauge options, but only one shallow length of each set.The second issue is that this universal mount covered the power and HDMI ports on the back of the 26le5300. Again, I think this is more of an issue with the tv then the mount, as they're situated rather high and central. Either way, it's something you'll want to check on your tv before ordering this product.I actually returned this and in its stead purchased a similar mount from the same company. TheVideoSecu Swing LCD Wall Mount 20 inch Extension 55 lb loading capacity for LCD TV Monitor Flat Screen VESA 75mm/100 mm 1USgets very high marks from me. It's basically the same arm with a 75x75 to 100x100 VESA head on it. This second arm did not have any of the manufacturing errors of the previous model and fit the back of my tv perfectly.I understand that it's a very affordable mount, and that most of my issues may have been resolved with a replacement. However, I just can't give this mount any higher rating than I have.","2"
"I must admit, I'm very cautious of what I buy especially when I've seen this identical bracket in the electronic stores priced three to four times than this one.  Bracket arrived much faster then what Company A estimated and was well packaged.  The directions were adequate but I'm very mechanically inclined so used them as a quick guide and had this bracket installed with my Sony 37"" LCD in under a half hour.  My hats off to the marketing folks with this manufacturer as they did their homework and included additional hardware and brackets to meet any possible configuration out there.  Including mounting tools and level were also an exceptional idea.  And tossing in a 7' HDMI cable was the icing on the cake.","5"
"If less money had been spent on packaging and more on quality, it might be a good product.The product was double-boxed.  The included level was broken. I would prefer to use my own level and have good hardware instead of junk on both counts.  One of the pivots on the arm was so badly rusted out of the box it seemed to compromise the whole system.  Despite 6 huge lag screws and strong arms, the joints are not strong enough to keep the mount level as it extends and articulates.  Each time I moved it it had to be re-adjusted to be level.  The hardware had to be tightened so much to keep it from wobbling, it made moving it very difficult.  I used a 26"" tv.The whole thing went back in the box for a refund.","1"
"I bought this mount for our bedroom in order to swing and tilt the TV based on our viewing angle.  In order to move it I had to loosed the screws each and every time.  I had it connected to a 27in vizio LCD which is pretty light.  Could not find a tension to keep it where we wanted it.  Had to return","1"
"Worked great. Easy mounting and setup. 2007 Vizio 42&#34; LCD hung perfectly. It is a heavier TV, around 50lbs and it mounted up great.","5"
"received the product and got it installed today. for the most part I am pretty happy with the hardware except the materials being used to make screws or other parts. the screws get very easily damaged by the most commonly used screw drivers that you can find for $1 per piece.  Once I put the bolt into the LCD TV and mount it with the plate, I found myself having a hardtime removing the screw because the tread mark on the screw head is already messed by by the screw driver, which makes me doubt about the material being used on the mount and arms.  is the material used on the mount going to deliver the same quality as the bolts and nuts?","3"
"Mounting a 42 inch LG TV weighing 33 poundsPROLess expensivePrevious purchase of VideoSecu productAppeared solid and strongHad tilt and various adjustmentsMount on single studCONSagging..this is amazing that it sags and does so at different angles based on how far the TV is pulled out from the wallTherefore one cannot keep the TV properly aligned because any movement changes the tilt or other angles.Mounting is a pain because the mounting bracket never comes apart from the articulation armCritical bolt attachment for the mount from the TV to the articulation arm does not get tight!  This is amazing. It is not stripped but it does will not stay tight even from the first use.  This makes the product unsafe.I am amazingly frustrated bordering on angry because of the time put into this and now holes in the wall.  I need to get a different one.  My prior experience was with a VideoSecu MW380B TV wall articulating mount, which is far superior for a larger TV.  I bought this other one because I wanted a tight fit to the wall.Can I send a bill for my time and work putting it up and taking it down?????","1"
"The Nook Tablet, in both the 16gb version and 8 gb version, are the best color e-readers of 2012.  Both are bargains when purchased at the discounted price Barnes & Noble provides to its members.However, they are designed for reading...if you want a gaming tablet, a Skype video tablet, or need access to thousands of apps, you need an I-Pad.I have owned a ""Brand X"" color e-reader for about a year, but seldom use it for reading because it causes eye strain. I have a Nook Simple Touch e-reader that is wonderful for books, but its e-ink screen is black on white only, which does not work well for colorful magazines such as ""Automobile"" or ""National Geographic"".Barnes & Noble has an offer that enables its members to buy the Nook tablet for MUCH less than the price quoted by internet vendors, so I took advantage of their offer...plus the staff of my neighborhood Barnes & Noble were very helpful, and invited me to classes they provide to teach new owners the in's and out's of their new tablet. Mine is the 8gb version, which works as well as the 16gb version. I added a 32gb memory card, so my Nook has more storage for books than I could ever fill.The Nook Tablet is the best of both worlds. It is easy on the eyes for long reading sessions because its screen was designed to prevent eye strain. The fonts are very clear, very sharp, and have very high contrast, enabling you to read with the screen set at a very low brightness level, eliminating eye strain. Independent tests have verified that the Nook tablet has less reflection and glare than any color e-reader or color tablet, because the screen's glass cover is bonded directly to the LCD, eliminated the air gap that causes glare.The vivid color makes magazines ""pop"" even more than their paper versions. Barnes & Noble adds a special ""text only"" option for magazine articles that make it easy to read the text by enlarging the fonts and putting the text of the article in a single long file.The Nook ""shop"" does not work as well as the Nook website on the internet for searching for specific books or categories of books. So, I downloaded the Dolphin HD browser from the Nook shop and use it to look at the Nook shop's book inventory. The Dolphin browser uses tabs, so I can put two or three books I am considering in their own tab, and switch back and forth.The Nook Tablet has Pandora Radio installed, so I can listen to my favorite music while I read books. The sound is weak through the Nook tablet's puny speaker, but wonderful through good earbuds. I also transferred about fifty of my favorite CD's to the Nook's memory card, so I can listen to music even when I am not near an internet connection.When I get tired of reading, the Nook tablet lets me watch movies and tv shows on Netflix or TV.Com. Movies on Netflix look wonderful, because the color balance on the Nook tablet is superior to that of any seven inch tablet currently available. Skin tones are difficult to get ""right"", but the Nook tablet does a great job.Many reviewers make the error of comparing the Nook Tablet to full-blown tablets, such as the Apple I-Pad. The Nook Tablet is designed to be an e-reader, and for that purpose, it is superior to any of its seven inch competition. The fact that it includes Pandora Radio and Netflix is a bonus...but it IS an e-reader. The Nook Shop has a relatively small number of apps, each of which has been tested to verify it works well with the Nook tablet's seven inch screen...most Android apps are designed for a three inch or four inch screen.The reading apps for children are impressive. Last week I downloaded a free children's book that combined the best of the ""book world"" and the ""video world"". The book played music in the background...as a character walked through a field, the flowers were swaying in the wind. The book provided an option to have a character read the book out loud, and an option to turn the voice off, so your child can read the book to herself. Many of the children's reading apps are free, or cost less than $5, a bargain compared with the $15 or $20 children's books sell for in stores.The Nook website offers a ""book of the day"" for adults and a ""book of the day"" for children. The illustrations in the children's books take advantage of the Nook's color screen. Yesterday's children's book was ""Mary Poppins"", a bargain for $2...but the REAL Mary Poppins seems a bit scary compared with the Julie Andrew's Disney version.For people who want MORE than just the world's best e-reader, Company A.com sells a $35 SD card that converts the Nook Tablet into a conventional Android tablet with full access to Google Play and its vast array of Android apps. Just put the N2A card into the Nook's card slot, and restart the Nook. When you want to use it as just an e-reader, take the N2A card back out. Best of both worlds...the best seven inch color e-reader becomes a very good seven inch Android tablet.","5"
"I saw this product on Company A and thought ""what a great deal"" because this is a 16GB version of the same tablet that Barnes & Noble is selling for $250 dollars.It mostly works, and the screen is great for reading books.  I have had problems with the browser since 2 weeks of owning and the Apps have issues loading and playing some games.  If I could, I would return this product and just pay out the money for a brand new one.","3"
"Now I have like four different kendels and I am such a Fan.  My darling Daughter n law requested this.  No way, says I.  Then I see these reconditioned ones with a warranty, cases n protective films, new chargers and 16 gb HD.  Had to get it or her.  Only cause she gave me the worlds best gran babies ...and I guess I love her like mad too.","5"
"this is excellent tablet, excellent touch screen response and button controls. When you hold it in your hand, you will feel that its built tough and can withstand rough handling(my 17m old tosses it sometimes out of excitement and its still holding good). Battery is also good, last about 8+ hours; the old drawback is that there are very limited apps on Noon web, but I heard there's a way to sideload adds from Company A that I haven't tried yet. But yes, I would highly recommend it.","5"
"I love nooks. Kindle fire is OK, but nooks are easy to root and install cyanogen mod foe a full android experience.","5"
"Have no idea why people love this thing so much, you can't load any applications unless they are from the Barnes & Noble store and you can't even download the free version of Angry Birds.Apparently Barnes & Noble is worse than Apple at remotely disabling Nooks they deemed rooted by end users. You have less control of this thing than you would your TV.The root kits are useless for this OS version 1.4.2 and the instructions to root / jailbreak it read worse than rocket instructions from annoying geeks !It is an overpriced Barnes & Noble franchise in your dumb little hands and you're well served keeping your receipt and refunding it.","1"
"I bought this for my husband for his birthday after trying it out in BN and seeing how amazingly responsive it is. I did a lot of research and put a lot of thought into it, almost buying him a kindle fire because I thought it was more ""manly"" looking. After much consideration and comparison of hardware, I opted to get this one. The big selling point for me the fact that it can boot from the SD card. I have seen the N2A (Nook2Android) SD cards here on Company A and wanted him to have that functionality but didn't want to pay that much for one, so I did some googling and figured out how to make one myself. I purchased a 16GB micro SD card and in about an hour and a half, had the thing booting to CM7 from the SD card, and now it has full tablet functionality. It runs AWESOME, super smooth and very responsive, full tablet capabilities including running 3rd party apps and access to the google play store, and all without rooting or voiding the warranty. All he has to do to put it back to stock is remove the SD card (which he never does! It is pretty much useless in its stock form unless you only do light web browsing and read ebooks) My husband LOVES it and couldn't be happier with it. He uses it every day. The only thing it doesn't have that I consider a negative is a camera. MY tablet (Acer Picasso) has a camera and I do actually use it quite a bit, but my husband says he wouldn't use one  on a tablet so it doesn't bother him anyway. He also dowloaded Kingsoft Office and now uses this for work as well. Unbeatable hardware at an unbeatable price.... and don't let the restrictive stock software stop you from buying it... just go around it!!!","5"
"When B&N; designed this one, they were putting together a reading device that also happened to have some tablet features. As a result, what you get is pretty limited.It's a fairly sturdy device by feel, and not difficult to hold for a while and use. The quality of the screen is pretty good and it's not difficult to read for extended periods of time (so long as you're not out in the sun anyway, almost all LCD screens perform poorly there).Very little of the space on the device is available for sideloaded content by default, so you need to use microsd cards to add more if you want to do too much with that.You can sideload content from any source that uses Adobe DRM for epubs, and also epubs that don't have DRM at all. This means that getting ebooks from the library is pretty simple. You can install an Overdrive app and do it directly without going through a computer if your library uses overdrive.You can root it to get access to more apps. If you want to run a more pure version of Android, you can go for either putting together a Cyanogenmod card yourself or purchase one already made from Nook2Android.B&N; gives away a book and an app every Friday on their blog, so that's worth checking in on regularly.On the whole, this is an okay device for reading and can be a kind of nice semi-tablet to give to someone who normally tends to load their computers/tablets up with viruses by being carelessness. It's locked-down state works in your favor from that perspective.For more general tablet use, this is a pretty poor choice. Also, as of mid-2013 the later devices (Nook HD/HD+) have been radically marked down, so if you're going to buy one of these you should look to get it pretty cheap. Otherwise, it'd almost certainly make more sense to hold out for something more full-featured.","3"
"this is such a great tablet. one time didn't work. acted weird really weird. needed to be cleaned. now I keep eyeglass cleaning clothes (disposable) for it. has worked like a charm since. hooks up to the computer without the shelves going away. book reading is great too. I use it for an ereader with games that I sometimes play, but mostly as an ereader. recommended.","5"
"Great product  works just as described have had no problems with it since I got it thanks for a great product","5"
"I do not understand people, they are comparing this $100 tablet with $500 Ipad, of course it is not gonna be the same. I would recommend this tablet to everyone especially for the kids.","5"
